Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Ordine,Chrome 148.0.7778.179,Gestione Ordine (RF_GO_19..22). Isolamento garantito da SeedReset. numberOfRerun=0.,,08-06-2026 00:36:27,08-06-2026 00:38:48,"2m - 20,977s",FAILED
,,,,,,,
Test Cases/Ordine/TC_6.1_1,Chrome 148.0.7778.179,Visualizzare la pagina di checkout con i prerequisiti soddisfatti,,08-06-2026 00:36:27,08-06-2026 00:36:39,"11,103s",PASSED
Start listener action : resetSeedBeforeTestCase,Chrome 148.0.7778.179,,,08-06-2026 00:36:27,08-06-2026 00:36:28,"0,223s",PASSED
"openBrowser("""")",Chrome 148.0.7778.179,,,08-06-2026 00:36:28,08-06-2026 00:36:29,"1,640s",PASSED
"navigateToUrl(base + ""loginForm.jsp"")",Chrome 148.0.7778.179,,,08-06-2026 00:36:29,08-06-2026 00:36:30,"0,711s",PASSED
"setText(css(""#email""), ""t.mansi@studenti.unisa.it"")",Chrome 148.0.7778.179,,,08-06-2026 00:36:30,08-06-2026 00:36:30,"0,003s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,08-06-2026 00:36:30,08-06-2026 00:36:30,"0,011s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,08-06-2026 00:36:30,08-06-2026 00:36:30,"0,009s",PASSED
return t,Chrome 148.0.7778.179,,,08-06-2026 00:36:30,08-06-2026 00:36:31,"0,654s",PASSED
"setText(css(""#password""), ""321CBA."")",Chrome 148.0.7778.179,,,08-06-2026 00:36:31,08-06-2026 00:36:31,"0,001s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,08-06-2026 00:36:31,08-06-2026 00:36:31,"0,000s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,08-06-2026 00:36:31,08-06-2026 00:36:31,"0,001s",PASSED
return t,Chrome 148.0.7778.179,,,08-06-2026 00:36:31,08-06-2026 00:36:31,"0,549s",PASSED
"click(css(""#submit""))",Chrome 148.0.7778.179,,,08-06-2026 00:36:31,08-06-2026 00:36:31,"0,001s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,08-06-2026 00:36:31,08-06-2026 00:36:31,"0,000s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,08-06-2026 00:36:31,08-06-2026 00:36:31,"0,000s",PASSED
return t,Chrome 148.0.7778.179,,,08-06-2026 00:36:31,08-06-2026 00:36:32,"0,319s",PASSED
delay(2),Chrome 148.0.7778.179,,,08-06-2026 00:36:32,08-06-2026 00:36:34,"2,026s",PASSED
"navigateToUrl(base + ""cart?action=addC&id=2"")",Chrome 148.0.7778.179,,,08-06-2026 00:36:34,08-06-2026 00:36:34,"0,338s",PASSED
delay(1),Chrome 148.0.7778.179,,,08-06-2026 00:36:34,08-06-2026 00:36:35,"1,014s",PASSED
"navigateToUrl(base + ""checkout.jsp"")",Chrome 148.0.7778.179,,,08-06-2026 00:36:35,08-06-2026 00:36:36,"0,532s",PASSED
delay(2),Chrome 148.0.7778.179,,,08-06-2026 00:36:36,08-06-2026 00:36:38,"2,017s",PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,08-06-2026 00:36:38,08-06-2026 00:36:38,"0,313s",PASSED
"verifyTextPresent(""(?i)Acquista"", true)",Chrome 148.0.7778.179,,,08-06-2026 00:36:38,08-06-2026 00:36:38,"0,265s",PASSED
"verifyElementPresent(css(""#addressDropdown""), 5)",Chrome 148.0.7778.179,,,08-06-2026 00:36:38,08-06-2026 00:36:38,"0,001s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,08-06-2026 00:36:38,08-06-2026 00:36:38,"0,000s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,08-06-2026 00:36:38,08-06-2026 00:36:38,"0,000s",PASSED
return t,Chrome 148.0.7778.179,,,08-06-2026 00:36:38,08-06-2026 00:36:38,"0,252s",PASSED
closeBrowser(),Chrome 148.0.7778.179,,,08-06-2026 00:36:38,08-06-2026 00:36:39,"0,134s",PASSED
,,,,,,,
Test Cases/Ordine/TC_6.1_2,Chrome 148.0.7778.179,Negare il checkout a un ospite (atteso redirect a loginForm),,08-06-2026 00:36:39,08-06-2026 00:36:42,"3,500s",FAILED
Start listener action : resetSeedBeforeTestCase,Chrome 148.0.7778.179,,,08-06-2026 00:36:39,08-06-2026 00:36:39,"0,071s",PASSED
"openBrowser("""")",Chrome 148.0.7778.179,,,08-06-2026 00:36:39,08-06-2026 00:36:39,"0,708s",PASSED
"navigateToUrl(base + ""checkout.jsp"")",Chrome 148.0.7778.179,,,08-06-2026 00:36:39,08-06-2026 00:36:39,"0,050s",PASSED
delay(2),Chrome 148.0.7778.179,,,08-06-2026 00:36:39,08-06-2026 00:36:41,"2,014s",PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,08-06-2026 00:36:41,08-06-2026 00:36:42,"0,286s",PASSED
"verifyTextPresent(""(?i)Non hai un account"", true)",Chrome 148.0.7778.179,,,08-06-2026 00:36:42,08-06-2026 00:36:42,"0,330s",FAILED
,,,,,,,
Test Cases/Ordine/TC_6.1_3,Chrome 148.0.7778.179,Checkout di un cliente senza indirizzi (link Aggiungi indirizzo),,08-06-2026 00:36:42,08-06-2026 00:36:53,"11,312s",PASSED
Start listener action : resetSeedBeforeTestCase,Chrome 148.0.7778.179,,,08-06-2026 00:36:42,08-06-2026 00:36:42,"0,086s",PASSED
"openBrowser("""")",Chrome 148.0.7778.179,,,08-06-2026 00:36:42,08-06-2026 00:36:43,"0,821s",PASSED
"navigateToUrl(base + ""SignForm.jsp"")",Chrome 148.0.7778.179,,,08-06-2026 00:36:43,08-06-2026 00:36:43,"0,450s",PASSED
"executeJavaScript(""document.getElementById('nome').value='Cliente';"" + ""document.getElementById('cognome').value='SenzaIndirizzo';"" + ""document.getElementById('data_nascita').value='1999-01-01';"" + ""document.getElementById('codice_fiscale').value='CLTSNI99A01F839X';"" + ""document.getElementById('telefono').value='3310000001';"" + ""document.getElementById('email').value='nessun.indirizzo@example.com';"" + ""document.getElementById('password').value='Password1';"", null)",Chrome 148.0.7778.179,,,08-06-2026 00:36:43,08-06-2026 00:36:43,"0,017s",PASSED
"click(css(""#submit""))",Chrome 148.0.7778.179,,,08-06-2026 00:36:43,08-06-2026 00:36:43,"0,001s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,08-06-2026 00:36:43,08-06-2026 00:36:43,"0,001s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,08-06-2026 00:36:43,08-06-2026 00:36:43,"0,001s",PASSED
return t,Chrome 148.0.7778.179,,,08-06-2026 00:36:43,08-06-2026 00:36:44,"0,315s",PASSED
delay(2),Chrome 148.0.7778.179,,,08-06-2026 00:36:44,08-06-2026 00:36:46,"2,017s",PASSED
"setText(css(""#email""), ""nessun.indirizzo@example.com"")",Chrome 148.0.7778.179,,,08-06-2026 00:36:46,08-06-2026 00:36:46,"0,001s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,08-06-2026 00:36:46,08-06-2026 00:36:46,"0,002s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,08-06-2026 00:36:46,08-06-2026 00:36:46,"0,001s",PASSED
return t,Chrome 148.0.7778.179,,,08-06-2026 00:36:46,08-06-2026 00:36:46,"0,644s",PASSED
"setText(css(""#password""), ""Password1"")",Chrome 148.0.7778.179,,,08-06-2026 00:36:46,08-06-2026 00:36:46,"0,001s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,08-06-2026 00:36:46,08-06-2026 00:36:46,"0,000s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,08-06-2026 00:36:46,08-06-2026 00:36:46,"0,000s",PASSED
return t,Chrome 148.0.7778.179,,,08-06-2026 00:36:46,08-06-2026 00:36:47,"0,579s",PASSED
