Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Autenticazione,Chrome 148.0.7778.179,,,06-06-2026 11:42:19,06-06-2026 11:43:15,"56,048s",PASSED
,,,,,,,
Test Cases/Autenticazione/TC_1.1_1,Chrome 148.0.7778.179,"Login con credenziali valide	
Compila form + submit → verifica (atteso Fail: errore)",,06-06-2026 11:42:19,06-06-2026 11:42:30,"10,731s",PASSED
"openBrowser("""")",Chrome 148.0.7778.179,,,06-06-2026 11:42:20,06-06-2026 11:42:24,"4,498s",PASSED
"navigateToUrl(base + ""loginForm.jsp"")",Chrome 148.0.7778.179,,,06-06-2026 11:42:24,06-06-2026 11:42:25,"1,086s",PASSED
"setText(css(""#email""), ""t.mansi@studenti.unisa.it"")",Chrome 148.0.7778.179,,,06-06-2026 11:42:25,06-06-2026 11:42:25,"0,002s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,06-06-2026 11:42:25,06-06-2026 11:42:25,"0,007s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,06-06-2026 11:42:25,06-06-2026 11:42:25,"0,007s",PASSED
return t,Chrome 148.0.7778.179,,,06-06-2026 11:42:25,06-06-2026 11:42:26,"0,712s",PASSED
"setText(css(""#password""), ""321CBA."")",Chrome 148.0.7778.179,,,06-06-2026 11:42:26,06-06-2026 11:42:26,"0,001s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,06-06-2026 11:42:26,06-06-2026 11:42:26,"0,000s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,06-06-2026 11:42:26,06-06-2026 11:42:26,"0,001s",PASSED
return t,Chrome 148.0.7778.179,,,06-06-2026 11:42:26,06-06-2026 11:42:27,"0,549s",PASSED
"click(css(""#submit""))",Chrome 148.0.7778.179,,,06-06-2026 11:42:27,06-06-2026 11:42:27,"0,000s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,06-06-2026 11:42:27,06-06-2026 11:42:27,"0,000s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,06-06-2026 11:42:27,06-06-2026 11:42:27,"0,001s",PASSED
return t,Chrome 148.0.7778.179,,,06-06-2026 11:42:27,06-06-2026 11:42:27,"0,298s",PASSED
delay(2),Chrome 148.0.7778.179,,,06-06-2026 11:42:27,06-06-2026 11:42:29,"2,027s",PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,06-06-2026 11:42:29,06-06-2026 11:42:30,"0,538s",PASSED
"verifyElementPresent(css(""a[href='logout']""), 5, CONTINUE_ON_FAILURE)",Chrome 148.0.7778.179,,,06-06-2026 11:42:30,06-06-2026 11:42:30,"0,000s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,06-06-2026 11:42:30,06-06-2026 11:42:30,"0,001s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,06-06-2026 11:42:30,06-06-2026 11:42:30,"0,000s",PASSED
return t,Chrome 148.0.7778.179,,,06-06-2026 11:42:30,06-06-2026 11:42:30,"0,266s",PASSED
closeBrowser(),Chrome 148.0.7778.179,,,06-06-2026 11:42:30,06-06-2026 11:42:30,"0,214s",PASSED
,,,,,,,
Test Cases/Autenticazione/TC_1.1_2,Chrome 148.0.7778.179,Login con password errata (accesso negato),,06-06-2026 11:42:30,06-06-2026 11:42:36,"5,634s",PASSED
"openBrowser("""")",Chrome 148.0.7778.179,,,06-06-2026 11:42:30,06-06-2026 11:42:31,"0,789s",PASSED
"navigateToUrl(base + ""loginForm.jsp"")",Chrome 148.0.7778.179,,,06-06-2026 11:42:31,06-06-2026 11:42:31,"0,298s",PASSED
"setText(css(""#email""), ""t.mansi@studenti.unisa.it"")",Chrome 148.0.7778.179,,,06-06-2026 11:42:31,06-06-2026 11:42:31,"0,002s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,06-06-2026 11:42:31,06-06-2026 11:42:31,"0,003s",PASSED
