Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Autenticazione,Chrome 148.0.7778.179,,,08-06-2026 21:23:14,08-06-2026 21:24:19,"1m - 5,316s",PASSED
,,,,,,,
Test Cases/Autenticazione/TC_1.1_1,Chrome 148.0.7778.179,"Login con credenziali valide	
Compila form + submit → verifica (atteso Fail: errore)",,08-06-2026 21:23:14,08-06-2026 21:23:30,"16,226s",PASSED
Start listener action : resetSeedBeforeTestCase,Chrome 148.0.7778.179,,,08-06-2026 21:23:14,08-06-2026 21:23:15,"0,885s",PASSED
"openBrowser("""")",Chrome 148.0.7778.179,,,08-06-2026 21:23:15,08-06-2026 21:23:19,"4,023s",PASSED
"navigateToUrl(base + ""loginForm.jsp"")",Chrome 148.0.7778.179,,,08-06-2026 21:23:19,08-06-2026 21:23:21,"2,108s",PASSED
"setText(css(""#email""), ""t.mansi@studenti.unisa.it"")",Chrome 148.0.7778.179,,,08-06-2026 21:23:21,08-06-2026 21:23:21,"0,001s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,08-06-2026 21:23:21,08-06-2026 21:23:21,"0,017s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,08-06-2026 21:23:21,08-06-2026 21:23:21,"0,014s",PASSED
return t,Chrome 148.0.7778.179,,,08-06-2026 21:23:21,08-06-2026 21:23:23,"1,552s",PASSED
"setText(css(""#password""), ""321CBA."")",Chrome 148.0.7778.179,,,08-06-2026 21:23:23,08-06-2026 21:23:23,"0,002s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,08-06-2026 21:23:23,08-06-2026 21:23:23,"0,001s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,08-06-2026 21:23:23,08-06-2026 21:23:23,"0,001s",PASSED
return t,Chrome 148.0.7778.179,,,08-06-2026 21:23:23,08-06-2026 21:23:23,"0,735s",PASSED
"click(css(""#submit""))",Chrome 148.0.7778.179,,,08-06-2026 21:23:23,08-06-2026 21:23:23,"0,002s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,08-06-2026 21:23:23,08-06-2026 21:23:23,"0,000s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,08-06-2026 21:23:23,08-06-2026 21:23:23,"0,001s",PASSED
