Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Registrazione,Chrome 148.0.7778.179,,,06-06-2026 13:13:06,06-06-2026 13:13:58,"52,000s",PASSED
,,,,,,,
Test Cases/Registrazione/TC_2.1_1,Chrome 148.0.7778.179,"Registrazione con dati validi
Compila form + submit → verifica (atteso Fail: errore)",,06-06-2026 13:13:07,06-06-2026 13:13:14,"7,476s",PASSED
"openBrowser("""")",Chrome 148.0.7778.179,,,06-06-2026 13:13:07,06-06-2026 13:13:09,"1,870s",PASSED
"navigateToUrl(base + ""SignForm.jsp"")",Chrome 148.0.7778.179,,,06-06-2026 13:13:09,06-06-2026 13:13:10,"0,881s",PASSED
"executeJavaScript(""document.getElementById('nome').value='Mario';"" + ""document.getElementById('cognome').value='Rossi';"" + ""document.getElementById('data_nascita').value='2000-05-15';"" + ""document.getElementById('codice_fiscale').value='RSSMRA00E15F839X';"" + ""document.getElementById('telefono').value='3331234567';"" + ""document.getElementById('email').value='mario.rossi@example.com';"" + ""document.getElementById('password').value='Password1';"", null)",Chrome 148.0.7778.179,,,06-06-2026 13:13:10,06-06-2026 13:13:10,"0,027s",PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,06-06-2026 13:13:10,06-06-2026 13:13:10,"0,566s",PASSED
"click(css(""#submit""))",Chrome 148.0.7778.179,,,06-06-2026 13:13:10,06-06-2026 13:13:10,"0,002s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,06-06-2026 13:13:10,06-06-2026 13:13:10,"0,010s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,06-06-2026 13:13:10,06-06-2026 13:13:10,"0,008s",PASSED
return t,Chrome 148.0.7778.179,,,06-06-2026 13:13:10,06-06-2026 13:13:11,"0,758s",PASSED
delay(2),Chrome 148.0.7778.179,,,06-06-2026 13:13:11,06-06-2026 13:13:13,"2,043s",PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,06-06-2026 13:13:13,06-06-2026 13:13:14,"0,577s",PASSED
"verifyTextPresent(""Non hai un account"", false, CONTINUE_ON_FAILURE)",Chrome 148.0.7778.179,,,06-06-2026 13:13:14,06-06-2026 13:13:14,"0,249s",PASSED
closeBrowser(),Chrome 148.0.7778.179,,,06-06-2026 13:13:14,06-06-2026 13:13:14,"0,186s",PASSED
,,,,,,,
Test Cases/Registrazione/TC_2.1_2,Chrome 148.0.7778.179,Registrazione con Nome non compilato (campo obbligatorio),,06-06-2026 13:13:14,06-06-2026 13:13:14,"0,033s",PASSED
"markWarning(""Caso manuale: in SignForm.jsp compilare tutti i campi coi valori di riferimento (Cognome=Rossi, Data=2000-05-15, CF=RSSMRA00E15F839X, Telefono=3331234567, Email=mario.rossi@example.com, Password=Password1) lasciando Nome VUOTO, poi cliccare Registrati. Atteso: il browser blocca l'invio (campo obbligatorio)."")",Chrome 148.0.7778.179,,,06-06-2026 13:13:14,06-06-2026 13:13:14,"0,004s",WARNING
,,,,,,,
Test Cases/Registrazione/TC_2.1_3,Chrome 148.0.7778.179,Registrazione con Cognome non compilato (campo obbligatorio),,06-06-2026 13:13:14,06-06-2026 13:13:14,"0,023s",PASSED
"markWarning(""Caso manuale: in SignForm.jsp compilare tutti i campi coi valori di riferimento (Nome=Mario, Data=2000-05-15, CF=RSSMRA00E15F839X, Telefono=3331234567, Email=mario.rossi@example.com, Password=Password1) lasciando Cognome VUOTO, poi cliccare Registrati. Atteso: il browser blocca l'invio (campo obbligatorio)."")",Chrome 148.0.7778.179,,,06-06-2026 13:13:14,06-06-2026 13:13:14,"0,001s",WARNING
,,,,,,,
Test Cases/Registrazione/TC_2.1_4,Chrome 148.0.7778.179,Registrazione con Data di Nascita non compilata (campo obbligatorio),,06-06-2026 13:13:14,06-06-2026 13:13:14,"0,027s",PASSED
"markWarning(""Caso manuale: in SignForm.jsp compilare tutti i campi coi valori di riferimento (Nome=Mario, Cognome=Rossi, CF=RSSMRA00E15F839X, Telefono=3331234567, Email=mario.rossi@example.com, Password=Password1) lasciando Data di Nascita VUOTA, poi cliccare Registrati. Atteso: il browser blocca l'invio (campo obbligatorio)."")",Chrome 148.0.7778.179,,,06-06-2026 13:13:14,06-06-2026 13:13:14,"0,001s",WARNING
,,,,,,,
Test Cases/Registrazione/TC_2.1_5,Chrome 148.0.7778.179,Registrazione con Codice Fiscale non compilato (campo obbligatorio),,06-06-2026 13:13:14,06-06-2026 13:13:14,"0,028s",PASSED
