Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Profilo,Chrome 148.0.7778.179,Gestione Profilo (RF_GP_4..10). Ordine numerico: l'indipendenza tra i test e' garantita dalla fixture SeedReset (ripristino del seed prima di ogni test). numberOfRerun=0 perche' i casi-incident falliscono per progetto (oracolo da requisito).,,07-06-2026 14:52:13,07-06-2026 14:58:45,"6m - 32,592s",FAILED
,,,,,,,
Test Cases/Profilo/TC_3.1_1,Chrome 148.0.7778.179,Visualizzare il profilo da utente autenticato,,07-06-2026 14:52:13,07-06-2026 14:52:22,"9,106s",PASSED
Start listener action : resetSeedBeforeTestCase,Chrome 148.0.7778.179,,,07-06-2026 14:52:13,07-06-2026 14:52:13,"0,202s",PASSED
"openBrowser("""")",Chrome 148.0.7778.179,,,07-06-2026 14:52:13,07-06-2026 14:52:15,"1,722s",PASSED
"navigateToUrl(base + ""loginForm.jsp"")",Chrome 148.0.7778.179,,,07-06-2026 14:52:15,07-06-2026 14:52:15,"0,480s",PASSED
"setText(css(""#email""), ""t.mansi@studenti.unisa.it"")",Chrome 148.0.7778.179,,,07-06-2026 14:52:15,07-06-2026 14:52:15,"0,002s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,07-06-2026 14:52:15,07-06-2026 14:52:15,"0,006s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,07-06-2026 14:52:15,07-06-2026 14:52:15,"0,006s",PASSED
return t,Chrome 148.0.7778.179,,,07-06-2026 14:52:15,07-06-2026 14:52:16,"0,649s",PASSED
"setText(css(""#password""), ""321CBA."")",Chrome 148.0.7778.179,,,07-06-2026 14:52:16,07-06-2026 14:52:16,"0,000s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,07-06-2026 14:52:16,07-06-2026 14:52:16,"0,000s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,07-06-2026 14:52:16,07-06-2026 14:52:16,"0,001s",PASSED
return t,Chrome 148.0.7778.179,,,07-06-2026 14:52:16,07-06-2026 14:52:16,"0,575s",PASSED
"click(css(""#submit""))",Chrome 148.0.7778.179,,,07-06-2026 14:52:16,07-06-2026 14:52:16,"0,002s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,07-06-2026 14:52:16,07-06-2026 14:52:16,"0,000s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,07-06-2026 14:52:16,07-06-2026 14:52:16,"0,001s",PASSED
return t,Chrome 148.0.7778.179,,,07-06-2026 14:52:16,07-06-2026 14:52:18,"1,124s",PASSED
delay(2),Chrome 148.0.7778.179,,,07-06-2026 14:52:18,07-06-2026 14:52:20,"2,019s",PASSED
"navigateToUrl(base + ""Utente.jsp"")",Chrome 148.0.7778.179,,,07-06-2026 14:52:20,07-06-2026 14:52:20,"0,431s",PASSED
delay(1),Chrome 148.0.7778.179,,,07-06-2026 14:52:20,07-06-2026 14:52:21,"1,016s",PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,07-06-2026 14:52:21,07-06-2026 14:52:21,"0,373s",PASSED
"verifyTextPresent(""t.mansi@studenti.unisa.it"", false)",Chrome 148.0.7778.179,,,07-06-2026 14:52:21,07-06-2026 14:52:22,"0,289s",PASSED
closeBrowser(),Chrome 148.0.7778.179,,,07-06-2026 14:52:22,07-06-2026 14:52:22,"0,130s",PASSED
,,,,,,,
Test Cases/Profilo/TC_3.1_2,Chrome 148.0.7778.179,Accesso al profilo da ospite (atteso redirect a loginForm; robustezza),,07-06-2026 14:52:22,07-06-2026 14:52:25,"2,842s",FAILED
Start listener action : resetSeedBeforeTestCase,Chrome 148.0.7778.179,,,07-06-2026 14:52:22,07-06-2026 14:52:22,"0,091s",PASSED
"openBrowser("""")",Chrome 148.0.7778.179,,,07-06-2026 14:52:22,07-06-2026 14:52:23,"0,938s",PASSED
"navigateToUrl(base + ""Utente.jsp"")",Chrome 148.0.7778.179,,,07-06-2026 14:52:23,07-06-2026 14:52:23,"0,054s",PASSED
delay(1),Chrome 148.0.7778.179,,,07-06-2026 14:52:23,07-06-2026 14:52:24,"1,006s",PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,07-06-2026 14:52:24,07-06-2026 14:52:24,"0,324s",PASSED
"verifyTextPresent(""Non hai un account"", false, CONTINUE_ON_FAILURE)",Chrome 148.0.7778.179,,,07-06-2026 14:52:24,07-06-2026 14:52:25,"0,272s",FAILED
closeBrowser(),Chrome 148.0.7778.179,,,07-06-2026 14:52:25,07-06-2026 14:52:25,"0,122s",PASSED
,,,,,,,
Test Cases/Profilo/TC_3.2_1,Chrome 148.0.7778.179,Modificare email con valore valido,,07-06-2026 14:52:25,07-06-2026 14:52:36,"11,052s",PASSED
Start listener action : resetSeedBeforeTestCase,Chrome 148.0.7778.179,,,07-06-2026 14:52:25,07-06-2026 14:52:25,"0,070s",PASSED
"openBrowser("""")",Chrome 148.0.7778.179,,,07-06-2026 14:52:25,07-06-2026 14:52:26,"0,825s",PASSED
"navigateToUrl(base + ""loginForm.jsp"")",Chrome 148.0.7778.179,,,07-06-2026 14:52:26,07-06-2026 14:52:26,"0,368s",PASSED
"setText(css(""#email""), ""t.mansi@studenti.unisa.it"")",Chrome 148.0.7778.179,,,07-06-2026 14:52:26,07-06-2026 14:52:26,"0,001s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,07-06-2026 14:52:26,07-06-2026 14:52:26,"0,001s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,07-06-2026 14:52:26,07-06-2026 14:52:26,"0,001s",PASSED
return t,Chrome 148.0.7778.179,,,07-06-2026 14:52:26,07-06-2026 14:52:27,"0,563s",PASSED
"setText(css(""#password""), ""321CBA."")",Chrome 148.0.7778.179,,,07-06-2026 14:52:27,07-06-2026 14:52:27,"0,000s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,07-06-2026 14:52:27,07-06-2026 14:52:27,"0,000s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,07-06-2026 14:52:27,07-06-2026 14:52:27,"0,000s",PASSED
return t,Chrome 148.0.7778.179,,,07-06-2026 14:52:27,07-06-2026 14:52:27,"0,532s",PASSED
"click(css(""#submit""))",Chrome 148.0.7778.179,,,07-06-2026 14:52:27,07-06-2026 14:52:27,"0,000s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,07-06-2026 14:52:27,07-06-2026 14:52:27,"0,000s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,07-06-2026 14:52:27,07-06-2026 14:52:27,"0,000s",PASSED
return t,Chrome 148.0.7778.179,,,07-06-2026 14:52:27,07-06-2026 14:52:27,"0,317s",PASSED
delay(2),Chrome 148.0.7778.179,,,07-06-2026 14:52:27,07-06-2026 14:52:29,"2,007s",PASSED
"navigateToUrl(base + ""Utente.jsp"")",Chrome 148.0.7778.179,,,07-06-2026 14:52:29,07-06-2026 14:52:29,"0,076s",PASSED
delay(1),Chrome 148.0.7778.179,,,07-06-2026 14:52:29,07-06-2026 14:52:30,"1,010s",PASSED
"click(css(""#editButton""))",Chrome 148.0.7778.179,,,07-06-2026 14:52:30,07-06-2026 14:52:30,"0,001s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,07-06-2026 14:52:30,07-06-2026 14:52:30,"0,000s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,07-06-2026 14:52:30,07-06-2026 14:52:30,"0,000s",PASSED
return t,Chrome 148.0.7778.179,,,07-06-2026 14:52:30,07-06-2026 14:52:31,"0,389s",PASSED
delay(1),Chrome 148.0.7778.179,,,07-06-2026 14:52:31,07-06-2026 14:52:32,"1,011s",PASSED
"setText(css(""#emailInput""), ""nuova.mail@example.com"")",Chrome 148.0.7778.179,,,07-06-2026 14:52:32,07-06-2026 14:52:32,"0,001s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,07-06-2026 14:52:32,07-06-2026 14:52:32,"0,000s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,07-06-2026 14:52:32,07-06-2026 14:52:32,"0,002s",PASSED
return t,Chrome 148.0.7778.179,,,07-06-2026 14:52:32,07-06-2026 14:52:33,"0,725s",PASSED
"click(css(""#submitButton""))",Chrome 148.0.7778.179,,,07-06-2026 14:52:33,07-06-2026 14:52:33,"0,001s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,07-06-2026 14:52:33,07-06-2026 14:52:33,"0,000s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,07-06-2026 14:52:33,07-06-2026 14:52:33,"0,000s",PASSED
return t,Chrome 148.0.7778.179,,,07-06-2026 14:52:33,07-06-2026 14:52:33,"0,323s",PASSED
delay(2),Chrome 148.0.7778.179,,,07-06-2026 14:52:33,07-06-2026 14:52:35,"2,018s",PASSED
msg = getAlertText(),Chrome 148.0.7778.179,,,07-06-2026 14:52:35,07-06-2026 14:52:35,"0,043s",PASSED
