Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Autenticazione,Chrome 148.0.7778.179,,,03-06-2026 16:19:49,03-06-2026 16:20:50,"1m - 0,727s",FAILED
,,,,,,,
Test Cases/Autenticazione/TC_1.1_1,Chrome 148.0.7778.179,"Login con credenziali valide	
Compila form + submit → verifica (atteso Fail: errore)",,03-06-2026 16:20:25,03-06-2026 16:20:36,"11,151s",FAILED
"openBrowser("""")",Chrome 148.0.7778.179,,,03-06-2026 16:20:25,03-06-2026 16:20:26,"0,750s",PASSED
"navigateToUrl(base + ""loginForm.jsp"")",Chrome 148.0.7778.179,,,03-06-2026 16:20:26,03-06-2026 16:20:27,"0,737s",PASSED
"setText(css(""#email""), ""t.mansi@studenti.unisa.it"")",Chrome 148.0.7778.179,,,03-06-2026 16:20:27,03-06-2026 16:20:27,"0,000s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,03-06-2026 16:20:27,03-06-2026 16:20:27,"0,000s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,03-06-2026 16:20:27,03-06-2026 16:20:27,"0,000s",PASSED
return t,Chrome 148.0.7778.179,,,03-06-2026 16:20:27,03-06-2026 16:20:27,"0,580s",PASSED
"setText(css(""#password""), ""321CBA."")",Chrome 148.0.7778.179,,,03-06-2026 16:20:27,03-06-2026 16:20:27,"0,000s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,03-06-2026 16:20:27,03-06-2026 16:20:27,"0,000s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,03-06-2026 16:20:27,03-06-2026 16:20:27,"0,000s",PASSED
return t,Chrome 148.0.7778.179,,,03-06-2026 16:20:27,03-06-2026 16:20:28,"0,584s",PASSED
"click(css(""#submit""))",Chrome 148.0.7778.179,,,03-06-2026 16:20:28,03-06-2026 16:20:28,"0,000s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,03-06-2026 16:20:28,03-06-2026 16:20:28,"0,000s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,03-06-2026 16:20:28,03-06-2026 16:20:28,"0,001s",PASSED
return t,Chrome 148.0.7778.179,,,03-06-2026 16:20:28,03-06-2026 16:20:28,"0,302s",PASSED
delay(2),Chrome 148.0.7778.179,,,03-06-2026 16:20:28,03-06-2026 16:20:30,"2,005s",PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,03-06-2026 16:20:30,03-06-2026 16:20:31,"0,554s",PASSED
"verifyElementPresent(css(""a[href='logout']""), 5, CONTINUE_ON_FAILURE)",Chrome 148.0.7778.179,,,03-06-2026 16:20:31,03-06-2026 16:20:31,"0,000s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,03-06-2026 16:20:31,03-06-2026 16:20:31,"0,000s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,03-06-2026 16:20:31,03-06-2026 16:20:31,"0,000s",PASSED
return t,Chrome 148.0.7778.179,,,03-06-2026 16:20:31,03-06-2026 16:20:36,"5,482s",FAILED
closeBrowser(),Chrome 148.0.7778.179,,,03-06-2026 16:20:36,03-06-2026 16:20:36,"0,144s",PASSED
,,,,,,,
Test Cases/Autenticazione/TC_2.1_1,Chrome 148.0.7778.179,"Registrazione con dati validi
Compila form + submit → verifica (atteso Fail: errore)",,03-06-2026 16:20:49,03-06-2026 16:20:50,"0,729s",FAILED
"openBrowser("""")",Chrome 148.0.7778.179,,,03-06-2026 16:20:49,03-06-2026 16:20:50,"0,721s",FAILED
