Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Prodotti,Chrome 148.0.7778.179,Gestione Prodotti (RF_GPR_23..24). Isolamento garantito da SeedReset. numberOfRerun=0.,,08-06-2026 20:30:15,08-06-2026 20:32:37,"2m - 22,014s",FAILED
,,,,,,,
Test Cases/Prodotti/TC_7.1_1,Chrome 148.0.7778.179,Inserire un nuovo prodotto con dati validi (da admin),,08-06-2026 20:30:15,08-06-2026 20:30:29,"13,964s",PASSED
Start listener action : resetSeedBeforeTestCase,Chrome 148.0.7778.179,,,08-06-2026 20:30:15,08-06-2026 20:30:15,"0,225s",PASSED
"openBrowser("""")",Chrome 148.0.7778.179,,,08-06-2026 20:30:15,08-06-2026 20:30:17,"1,848s",PASSED
"navigateToUrl(base + ""loginForm.jsp"")",Chrome 148.0.7778.179,,,08-06-2026 20:30:17,08-06-2026 20:30:17,"0,449s",PASSED
"setText(css(""#email""), ""g.barba14@studenti.unisa.it"")",Chrome 148.0.7778.179,,,08-06-2026 20:30:17,08-06-2026 20:30:17,"0,002s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,08-06-2026 20:30:17,08-06-2026 20:30:17,"0,009s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,08-06-2026 20:30:17,08-06-2026 20:30:17,"0,008s",PASSED
return t,Chrome 148.0.7778.179,,,08-06-2026 20:30:17,08-06-2026 20:30:18,"0,706s",PASSED
"setText(css(""#password""), ""ABC123."")",Chrome 148.0.7778.179,,,08-06-2026 20:30:18,08-06-2026 20:30:18,"0,001s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,08-06-2026 20:30:18,08-06-2026 20:30:18,"0,000s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,08-06-2026 20:30:18,08-06-2026 20:30:18,"0,001s",PASSED
return t,Chrome 148.0.7778.179,,,08-06-2026 20:30:18,08-06-2026 20:30:19,"0,601s",PASSED
"click(css(""#submit""))",Chrome 148.0.7778.179,,,08-06-2026 20:30:19,08-06-2026 20:30:19,"0,001s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,08-06-2026 20:30:19,08-06-2026 20:30:19,"0,000s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,08-06-2026 20:30:19,08-06-2026 20:30:19,"0,000s",PASSED
return t,Chrome 148.0.7778.179,,,08-06-2026 20:30:19,08-06-2026 20:30:19,"0,316s",PASSED
delay(2),Chrome 148.0.7778.179,,,08-06-2026 20:30:19,08-06-2026 20:30:21,"2,037s",PASSED
"navigateToUrl(base + ""product"")",Chrome 148.0.7778.179,,,08-06-2026 20:30:21,08-06-2026 20:30:21,"0,079s",PASSED
delay(2),Chrome 148.0.7778.179,,,08-06-2026 20:30:21,08-06-2026 20:30:23,"2,004s",PASSED
"setText(css(""[name='name']""), ""Test Pod"")",Chrome 148.0.7778.179,,,08-06-2026 20:30:23,08-06-2026 20:30:23,"0,001s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,08-06-2026 20:30:23,08-06-2026 20:30:23,"0,001s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,08-06-2026 20:30:23,08-06-2026 20:30:23,"0,001s",PASSED
return t,Chrome 148.0.7778.179,,,08-06-2026 20:30:23,08-06-2026 20:30:24,"0,636s",PASSED
"setText(css(""[name='description']""), ""Pod di prova"")",Chrome 148.0.7778.179,,,08-06-2026 20:30:24,08-06-2026 20:30:24,"0,000s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,08-06-2026 20:30:24,08-06-2026 20:30:24,"0,002s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,08-06-2026 20:30:24,08-06-2026 20:30:24,"0,000s",PASSED
return t,Chrome 148.0.7778.179,,,08-06-2026 20:30:24,08-06-2026 20:30:24,"0,579s",PASSED
"setText(css(""[name='tipo']""), ""Svapo"")",Chrome 148.0.7778.179,,,08-06-2026 20:30:24,08-06-2026 20:30:24,"0,001s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,08-06-2026 20:30:24,08-06-2026 20:30:24,"0,000s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,08-06-2026 20:30:24,08-06-2026 20:30:24,"0,000s",PASSED
return t,Chrome 148.0.7778.179,,,08-06-2026 20:30:24,08-06-2026 20:30:25,"0,568s",PASSED
"setText(css(""[name='colore']""), ""Nero"")",Chrome 148.0.7778.179,,,08-06-2026 20:30:25,08-06-2026 20:30:25,"0,001s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,08-06-2026 20:30:25,08-06-2026 20:30:25,"0,000s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,08-06-2026 20:30:25,08-06-2026 20:30:25,"0,001s",PASSED
return t,Chrome 148.0.7778.179,,,08-06-2026 20:30:25,08-06-2026 20:30:26,"0,587s",PASSED
"executeJavaScript(""document.querySelector(\""[name='price']\"").value='30.00'"", null)",Chrome 148.0.7778.179,,,08-06-2026 20:30:26,08-06-2026 20:30:26,"0,012s",PASSED
"executeJavaScript(""document.querySelector(\""[name='quantity']\"").value='10'"", null)",Chrome 148.0.7778.179,,,08-06-2026 20:30:26,08-06-2026 20:30:26,"0,005s",PASSED
"click(css(""input[value='Aggiungi']""))",Chrome 148.0.7778.179,,,08-06-2026 20:30:26,08-06-2026 20:30:26,"0,001s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,08-06-2026 20:30:26,08-06-2026 20:30:26,"0,000s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,08-06-2026 20:30:26,08-06-2026 20:30:26,"0,000s",PASSED
return t,Chrome 148.0.7778.179,,,08-06-2026 20:30:26,08-06-2026 20:30:26,"0,308s",PASSED
