Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Ordine,Chrome 148.0.7778.179,Gestione Ordine (RF_GO_19..22). Isolamento garantito da SeedReset. numberOfRerun=0.,,11-06-2026 12:22:18,11-06-2026 12:24:51,"2m - 32,667s",FAILED
,,,,,,,
Test Cases/Ordine/TC_6.1_1,Chrome 148.0.7778.179,Visualizzare la pagina di checkout con i prerequisiti soddisfatti,,11-06-2026 12:22:19,11-06-2026 12:22:37,"17,862s",PASSED
Start listener action : resetSeedBeforeTestCase,Chrome 148.0.7778.179,,,11-06-2026 12:22:19,11-06-2026 12:22:20,"0,648s",PASSED
"openBrowser("""")",Chrome 148.0.7778.179,,,11-06-2026 12:22:20,11-06-2026 12:22:24,"4,217s",PASSED
"navigateToUrl(base + ""loginForm.jsp"")",Chrome 148.0.7778.179,,,11-06-2026 12:22:24,11-06-2026 12:22:26,"1,961s",PASSED
"setText(css(""#email""), ""t.mansi@studenti.unisa.it"")",Chrome 148.0.7778.179,,,11-06-2026 12:22:26,11-06-2026 12:22:26,"0,001s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,11-06-2026 12:22:26,11-06-2026 12:22:26,"0,014s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,11-06-2026 12:22:26,11-06-2026 12:22:26,"0,014s",PASSED
return t,Chrome 148.0.7778.179,,,11-06-2026 12:22:26,11-06-2026 12:22:27,"0,914s",PASSED
"setText(css(""#password""), ""321CBA."")",Chrome 148.0.7778.179,,,11-06-2026 12:22:27,11-06-2026 12:22:27,"0,002s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,11-06-2026 12:22:27,11-06-2026 12:22:27,"0,000s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,11-06-2026 12:22:27,11-06-2026 12:22:27,"0,000s",PASSED
return t,Chrome 148.0.7778.179,,,11-06-2026 12:22:27,11-06-2026 12:22:28,"0,729s",PASSED
"click(css(""#submit""))",Chrome 148.0.7778.179,,,11-06-2026 12:22:28,11-06-2026 12:22:28,"0,000s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,11-06-2026 12:22:28,11-06-2026 12:22:28,"0,000s",PASSED
