Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Prodotti,Chrome 148.0.7778.179,Gestione Prodotti (RF_GPR_23..24). Isolamento garantito da SeedReset. numberOfRerun=0.,,08-06-2026 00:23:03,08-06-2026 00:25:29,"2m - 25,753s",FAILED
,,,,,,,
Test Cases/Prodotti/TC_7.1_1,Chrome 148.0.7778.179,Inserire un nuovo prodotto con dati validi (da admin),,08-06-2026 00:23:03,08-06-2026 00:23:20,"16,927s",PASSED
Start listener action : resetSeedBeforeTestCase,Chrome 148.0.7778.179,,,08-06-2026 00:23:03,08-06-2026 00:23:03,"0,292s",PASSED
"openBrowser("""")",Chrome 148.0.7778.179,,,08-06-2026 00:23:04,08-06-2026 00:23:05,"1,918s",PASSED
"navigateToUrl(base + ""loginForm.jsp"")",Chrome 148.0.7778.179,,,08-06-2026 00:23:05,08-06-2026 00:23:06,"0,949s",PASSED
"setText(css(""#email""), ""g.barba14@studenti.unisa.it"")",Chrome 148.0.7778.179,,,08-06-2026 00:23:06,08-06-2026 00:23:06,"0,001s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,08-06-2026 00:23:06,08-06-2026 00:23:06,"0,008s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,08-06-2026 00:23:06,08-06-2026 00:23:06,"0,006s",PASSED
return t,Chrome 148.0.7778.179,,,08-06-2026 00:23:06,08-06-2026 00:23:07,"0,694s",PASSED
"setText(css(""#password""), ""ABC123."")",Chrome 148.0.7778.179,,,08-06-2026 00:23:07,08-06-2026 00:23:07,"0,001s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,08-06-2026 00:23:07,08-06-2026 00:23:07,"0,001s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,08-06-2026 00:23:07,08-06-2026 00:23:07,"0,001s",PASSED
return t,Chrome 148.0.7778.179,,,08-06-2026 00:23:07,08-06-2026 00:23:08,"0,559s",PASSED
"click(css(""#submit""))",Chrome 148.0.7778.179,,,08-06-2026 00:23:08,08-06-2026 00:23:08,"0,000s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,08-06-2026 00:23:08,08-06-2026 00:23:08,"0,000s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,08-06-2026 00:23:08,08-06-2026 00:23:08,"0,000s",PASSED
return t,Chrome 148.0.7778.179,,,08-06-2026 00:23:08,08-06-2026 00:23:08,"0,811s",PASSED
delay(2),Chrome 148.0.7778.179,,,08-06-2026 00:23:08,08-06-2026 00:23:11,"2,025s",PASSED
"navigateToUrl(base + ""product"")",Chrome 148.0.7778.179,,,08-06-2026 00:23:11,08-06-2026 00:23:11,"0,196s",PASSED
delay(2),Chrome 148.0.7778.179,,,08-06-2026 00:23:11,08-06-2026 00:23:13,"2,017s",PASSED
"setText(css(""[name='name']""), ""Test Pod"")",Chrome 148.0.7778.179,,,08-06-2026 00:23:13,08-06-2026 00:23:13,"0,001s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,08-06-2026 00:23:13,08-06-2026 00:23:13,"0,000s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,08-06-2026 00:23:13,08-06-2026 00:23:13,"0,001s",PASSED
return t,Chrome 148.0.7778.179,,,08-06-2026 00:23:13,08-06-2026 00:23:14,"0,800s",PASSED
"setText(css(""[name='description']""), ""Pod di prova"")",Chrome 148.0.7778.179,,,08-06-2026 00:23:14,08-06-2026 00:23:14,"0,000s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,08-06-2026 00:23:14,08-06-2026 00:23:14,"0,001s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,08-06-2026 00:23:14,08-06-2026 00:23:14,"0,000s",PASSED
return t,Chrome 148.0.7778.179,,,08-06-2026 00:23:14,08-06-2026 00:23:14,"0,750s",PASSED
"setText(css(""[name='tipo']""), ""Svapo"")",Chrome 148.0.7778.179,,,08-06-2026 00:23:14,08-06-2026 00:23:14,"0,001s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,08-06-2026 00:23:14,08-06-2026 00:23:14,"0,001s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,08-06-2026 00:23:14,08-06-2026 00:23:14,"0,001s",PASSED
return t,Chrome 148.0.7778.179,,,08-06-2026 00:23:14,08-06-2026 00:23:15,"0,748s",PASSED
"setText(css(""[name='colore']""), ""Nero"")",Chrome 148.0.7778.179,,,08-06-2026 00:23:15,08-06-2026 00:23:15,"0,001s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,08-06-2026 00:23:15,08-06-2026 00:23:15,"0,000s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,08-06-2026 00:23:15,08-06-2026 00:23:15,"0,000s",PASSED
return t,Chrome 148.0.7778.179,,,08-06-2026 00:23:15,08-06-2026 00:23:16,"0,786s",PASSED
