Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Profilo,Chrome 148.0.7778.179,Gestione Profilo (RF_GP_4..10). Ordine numerico: l'indipendenza tra i test e' garantita dalla fixture SeedReset (ripristino del seed prima di ogni test). numberOfRerun=0 perche' i casi-incident falliscono per progetto (oracolo da requisito).,,08-06-2026 22:06:18,08-06-2026 22:15:18,"8m - 59,611s",FAILED
,,,,,,,
Test Cases/Profilo/TC_3.1_1,Chrome 148.0.7778.179,Visualizzare il profilo da utente autenticato,,08-06-2026 22:06:19,08-06-2026 22:06:36,"17,509s",PASSED
Start listener action : resetSeedBeforeTestCase,Chrome 148.0.7778.179,,,08-06-2026 22:06:19,08-06-2026 22:06:19,"0,616s",PASSED
"openBrowser("""")",Chrome 148.0.7778.179,,,08-06-2026 22:06:19,08-06-2026 22:06:26,"6,548s",PASSED
"navigateToUrl(base + ""loginForm.jsp"")",Chrome 148.0.7778.179,,,08-06-2026 22:06:26,08-06-2026 22:06:27,"0,873s",PASSED
"setText(css(""#email""), ""t.mansi@studenti.unisa.it"")",Chrome 148.0.7778.179,,,08-06-2026 22:06:27,08-06-2026 22:06:27,"0,009s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,08-06-2026 22:06:27,08-06-2026 22:06:27,"0,154s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,08-06-2026 22:06:27,08-06-2026 22:06:27,"0,029s",PASSED
return t,Chrome 148.0.7778.179,,,08-06-2026 22:06:27,08-06-2026 22:06:28,"1,184s",PASSED
"setText(css(""#password""), ""321CBA."")",Chrome 148.0.7778.179,,,08-06-2026 22:06:28,08-06-2026 22:06:28,"0,002s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,08-06-2026 22:06:28,08-06-2026 22:06:28,"0,001s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,08-06-2026 22:06:28,08-06-2026 22:06:28,"0,002s",PASSED
return t,Chrome 148.0.7778.179,,,08-06-2026 22:06:28,08-06-2026 22:06:29,"0,957s",PASSED
"click(css(""#submit""))",Chrome 148.0.7778.179,,,08-06-2026 22:06:29,08-06-2026 22:06:29,"0,004s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,08-06-2026 22:06:29,08-06-2026 22:06:29,"0,003s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,08-06-2026 22:06:29,08-06-2026 22:06:29,"0,001s",PASSED
return t,Chrome 148.0.7778.179,,,08-06-2026 22:06:29,08-06-2026 22:06:31,"1,337s",PASSED
delay(2),Chrome 148.0.7778.179,,,08-06-2026 22:06:31,08-06-2026 22:06:33,"2,203s",PASSED
"navigateToUrl(base + ""Utente.jsp"")",Chrome 148.0.7778.179,,,08-06-2026 22:06:33,08-06-2026 22:06:34,"0,995s",PASSED
delay(1),Chrome 148.0.7778.179,,,08-06-2026 22:06:34,08-06-2026 22:06:35,"1,040s",PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,08-06-2026 22:06:35,08-06-2026 22:06:35,"0,432s",PASSED
"verifyTextPresent(""t.mansi@studenti.unisa.it"", false)",Chrome 148.0.7778.179,,,08-06-2026 22:06:35,08-06-2026 22:06:36,"0,343s",PASSED
closeBrowser(),Chrome 148.0.7778.179,,,08-06-2026 22:06:36,08-06-2026 22:06:36,"0,475s",PASSED
,,,,,,,
Test Cases/Profilo/TC_3.1_2,Chrome 148.0.7778.179,Accesso al profilo da ospite (atteso redirect a loginForm; robustezza),,08-06-2026 22:06:36,08-06-2026 22:06:42,"5,861s",FAILED
Start listener action : resetSeedBeforeTestCase,Chrome 148.0.7778.179,,,08-06-2026 22:06:36,08-06-2026 22:06:37,"0,286s",PASSED
"openBrowser("""")",Chrome 148.0.7778.179,,,08-06-2026 22:06:37,08-06-2026 22:06:39,"2,111s",PASSED
"navigateToUrl(base + ""Utente.jsp"")",Chrome 148.0.7778.179,,,08-06-2026 22:06:39,08-06-2026 22:06:40,"0,930s",PASSED
delay(1),Chrome 148.0.7778.179,,,08-06-2026 22:06:40,08-06-2026 22:06:41,"1,043s",PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,08-06-2026 22:06:41,08-06-2026 22:06:41,"0,558s",PASSED
"verifyTextPresent(""Non hai un account"", false, CONTINUE_ON_FAILURE)",Chrome 148.0.7778.179,,,08-06-2026 22:06:41,08-06-2026 22:06:42,"0,350s",FAILED
closeBrowser(),Chrome 148.0.7778.179,,,08-06-2026 22:06:42,08-06-2026 22:06:42,"0,262s",PASSED
,,,,,,,
Test Cases/Profilo/TC_3.2_1,Chrome 148.0.7778.179,Modificare email con valore valido,,08-06-2026 22:06:42,08-06-2026 22:07:00,"18,042s",PASSED
Start listener action : resetSeedBeforeTestCase,Chrome 148.0.7778.179,,,08-06-2026 22:06:42,08-06-2026 22:06:42,"0,128s",PASSED
"openBrowser("""")",Chrome 148.0.7778.179,,,08-06-2026 22:06:43,08-06-2026 22:06:44,"1,915s",PASSED
"navigateToUrl(base + ""loginForm.jsp"")",Chrome 148.0.7778.179,,,08-06-2026 22:06:44,08-06-2026 22:06:45,"0,554s",PASSED
"setText(css(""#email""), ""t.mansi@studenti.unisa.it"")",Chrome 148.0.7778.179,,,08-06-2026 22:06:45,08-06-2026 22:06:45,"0,005s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,08-06-2026 22:06:45,08-06-2026 22:06:45,"0,012s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,08-06-2026 22:06:45,08-06-2026 22:06:45,"0,008s",PASSED
return t,Chrome 148.0.7778.179,,,08-06-2026 22:06:45,08-06-2026 22:06:47,"2,284s",PASSED
"setText(css(""#password""), ""321CBA."")",Chrome 148.0.7778.179,,,08-06-2026 22:06:47,08-06-2026 22:06:47,"0,001s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,08-06-2026 22:06:47,08-06-2026 22:06:47,"0,001s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,08-06-2026 22:06:47,08-06-2026 22:06:47,"0,001s",PASSED
return t,Chrome 148.0.7778.179,,,08-06-2026 22:06:47,08-06-2026 22:06:49,"1,664s",PASSED
"click(css(""#submit""))",Chrome 148.0.7778.179,,,08-06-2026 22:06:49,08-06-2026 22:06:49,"0,001s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,08-06-2026 22:06:49,08-06-2026 22:06:49,"0,000s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,08-06-2026 22:06:49,08-06-2026 22:06:49,"0,000s",PASSED
return t,Chrome 148.0.7778.179,,,08-06-2026 22:06:49,08-06-2026 22:06:51,"2,044s",PASSED
delay(2),Chrome 148.0.7778.179,,,08-06-2026 22:06:51,08-06-2026 22:06:53,"2,015s",PASSED
"navigateToUrl(base + ""Utente.jsp"")",Chrome 148.0.7778.179,,,08-06-2026 22:06:53,08-06-2026 22:06:53,"0,083s",PASSED
delay(1),Chrome 148.0.7778.179,,,08-06-2026 22:06:53,08-06-2026 22:06:54,"1,009s",PASSED
"click(css(""#editButton""))",Chrome 148.0.7778.179,,,08-06-2026 22:06:54,08-06-2026 22:06:54,"0,003s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,08-06-2026 22:06:54,08-06-2026 22:06:54,"0,002s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,08-06-2026 22:06:54,08-06-2026 22:06:54,"0,001s",PASSED
return t,Chrome 148.0.7778.179,,,08-06-2026 22:06:54,08-06-2026 22:06:55,"0,449s",PASSED
delay(1),Chrome 148.0.7778.179,,,08-06-2026 22:06:55,08-06-2026 22:06:56,"1,018s",PASSED
"setText(css(""#emailInput""), ""nuova.mail@example.com"")",Chrome 148.0.7778.179,,,08-06-2026 22:06:56,08-06-2026 22:06:56,"0,002s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,08-06-2026 22:06:56,08-06-2026 22:06:56,"0,001s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,08-06-2026 22:06:56,08-06-2026 22:06:56,"0,001s",PASSED
return t,Chrome 148.0.7778.179,,,08-06-2026 22:06:56,08-06-2026 22:06:56,"0,806s",PASSED
"click(css(""#submitButton""))",Chrome 148.0.7778.179,,,08-06-2026 22:06:56,08-06-2026 22:06:56,"0,001s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,08-06-2026 22:06:56,08-06-2026 22:06:56,"0,000s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,08-06-2026 22:06:56,08-06-2026 22:06:56,"0,000s",PASSED
return t,Chrome 148.0.7778.179,,,08-06-2026 22:06:56,08-06-2026 22:06:57,"0,588s",PASSED
delay(2),Chrome 148.0.7778.179,,,08-06-2026 22:06:57,08-06-2026 22:06:59,"2,015s",PASSED
msg = getAlertText(),Chrome 148.0.7778.179,,,08-06-2026 22:06:59,08-06-2026 22:06:59,"0,063s",PASSED
acceptAlert(),Chrome 148.0.7778.179,,,08-06-2026 22:06:59,08-06-2026 22:06:59,"0,036s",PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,08-06-2026 22:06:59,08-06-2026 22:07:00,"0,607s",PASSED
"verifyMatch(msg, "".*Email modificata con successo.*"", true)",Chrome 148.0.7778.179,,,08-06-2026 22:07:00,08-06-2026 22:07:00,"0,025s",PASSED
