Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Registrazione,Chrome 148.0.7778.179,,,06-06-2026 13:03:24,06-06-2026 13:04:34,"1m - 10,731s",FAILED
,,,,,,,
Test Cases/Registrazione/TC_2.1_1,Chrome 148.0.7778.179,"Registrazione con dati validi
Compila form + submit → verifica (atteso Fail: errore)",,06-06-2026 13:03:41,06-06-2026 13:03:46,"5,401s",FAILED
"openBrowser("""")",Chrome 148.0.7778.179,,,06-06-2026 13:03:41,06-06-2026 13:03:42,"0,799s",PASSED
"navigateToUrl(base + ""SignForm.jsp"")",Chrome 148.0.7778.179,,,06-06-2026 13:03:42,06-06-2026 13:03:43,"0,728s",PASSED
"executeJavaScript(""document.getElementById('nome').value='Mario';"" + ""document.getElementById('cognome').value='Rossi';"" + ""document.getElementById('data_nascita').value='2000-05-15';"" + ""document.getElementById('codice_fiscale').value='RSSMRA00E15F839X';"" + ""document.getElementById('telefono').value='3331234567';"" + ""document.getElementById('email').value='mario.rossi@example.com';"" + ""document.getElementById('password').value='Password1';"", null)",Chrome 148.0.7778.179,,,06-06-2026 13:03:43,06-06-2026 13:03:43,"0,016s",PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,06-06-2026 13:03:43,06-06-2026 13:03:43,"0,566s",PASSED
"click(css(""#submit""))",Chrome 148.0.7778.179,,,06-06-2026 13:03:43,06-06-2026 13:03:43,"0,000s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,06-06-2026 13:03:43,06-06-2026 13:03:43,"0,000s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,06-06-2026 13:03:43,06-06-2026 13:03:43,"0,000s",PASSED
return t,Chrome 148.0.7778.179,,,06-06-2026 13:03:43,06-06-2026 13:03:43,"0,320s",PASSED
delay(2),Chrome 148.0.7778.179,,,06-06-2026 13:03:43,06-06-2026 13:03:45,"2,009s",PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,06-06-2026 13:03:45,06-06-2026 13:03:46,"0,546s",PASSED
"verifyTextPresent(""Non hai un account"", false, CONTINUE_ON_FAILURE)",Chrome 148.0.7778.179,,,06-06-2026 13:03:46,06-06-2026 13:03:46,"0,263s",FAILED
closeBrowser(),Chrome 148.0.7778.179,,,06-06-2026 13:03:46,06-06-2026 13:03:46,"0,141s",PASSED
,,,,,,,
Test Cases/Registrazione/TC_2.1_2,Chrome 148.0.7778.179,Registrazione con Nome non compilato (campo obbligatorio),,06-06-2026 13:03:46,06-06-2026 13:03:46,"0,024s",PASSED
"markWarning(""Caso manuale: in SignForm.jsp compilare tutti i campi coi valori di riferimento (Cognome=Rossi, Data=2000-05-15, CF=RSSMRA00E15F839X, Telefono=3331234567, Email=mario.rossi@example.com, Password=Password1) lasciando Nome VUOTO, poi cliccare Registrati. Atteso: il browser blocca l'invio (campo obbligatorio)."")",Chrome 148.0.7778.179,,,06-06-2026 13:03:46,06-06-2026 13:03:46,"0,004s",WARNING
,,,,,,,
Test Cases/Registrazione/TC_2.1_3,Chrome 148.0.7778.179,Registrazione con Cognome non compilato (campo obbligatorio),,06-06-2026 13:03:46,06-06-2026 13:03:46,"0,028s",PASSED
"markWarning(""Caso manuale: in SignForm.jsp compilare tutti i campi coi valori di riferimento (Nome=Mario, Data=2000-05-15, CF=RSSMRA00E15F839X, Telefono=3331234567, Email=mario.rossi@example.com, Password=Password1) lasciando Cognome VUOTO, poi cliccare Registrati. Atteso: il browser blocca l'invio (campo obbligatorio)."")",Chrome 148.0.7778.179,,,06-06-2026 13:03:46,06-06-2026 13:03:46,"0,001s",WARNING
,,,,,,,
Test Cases/Registrazione/TC_2.1_4,Chrome 148.0.7778.179,Registrazione con Data di Nascita non compilata (campo obbligatorio),,06-06-2026 13:03:46,06-06-2026 13:03:46,"0,019s",PASSED
"markWarning(""Caso manuale: in SignForm.jsp compilare tutti i campi coi valori di riferimento (Nome=Mario, Cognome=Rossi, CF=RSSMRA00E15F839X, Telefono=3331234567, Email=mario.rossi@example.com, Password=Password1) lasciando Data di Nascita VUOTA, poi cliccare Registrati. Atteso: il browser blocca l'invio (campo obbligatorio)."")",Chrome 148.0.7778.179,,,06-06-2026 13:03:46,06-06-2026 13:03:46,"0,001s",WARNING
,,,,,,,
Test Cases/Registrazione/TC_2.1_5,Chrome 148.0.7778.179,Registrazione con Codice Fiscale non compilato (campo obbligatorio),,06-06-2026 13:03:46,06-06-2026 13:03:47,"0,019s",PASSED
"markWarning(""Caso manuale: in SignForm.jsp compilare tutti i campi coi valori di riferimento (Nome=Mario, Cognome=Rossi, Data=2000-05-15, Telefono=3331234567, Email=mario.rossi@example.com, Password=Password1) lasciando Codice Fiscale VUOTO, poi cliccare Registrati. Atteso: il browser blocca l'invio (campo obbligatorio)."")",Chrome 148.0.7778.179,,,06-06-2026 13:03:47,06-06-2026 13:03:47,"0,001s",WARNING
,,,,,,,
Test Cases/Registrazione/TC_2.1_6,Chrome 148.0.7778.179,Registrazione con Telefono non compilato (campo obbligatorio),,06-06-2026 13:03:47,06-06-2026 13:03:47,"0,024s",PASSED
"markWarning(""Caso manuale: in SignForm.jsp compilare tutti i campi coi valori di riferimento (Nome=Mario, Cognome=Rossi, Data=2000-05-15, CF=RSSMRA00E15F839X, Email=mario.rossi@example.com, Password=Password1) lasciando Telefono VUOTO, poi cliccare Registrati. Atteso: il browser blocca l'invio (campo obbligatorio)."")",Chrome 148.0.7778.179,,,06-06-2026 13:03:47,06-06-2026 13:03:47,"0,002s",WARNING
,,,,,,,
Test Cases/Registrazione/TC_2.1_7,Chrome 148.0.7778.179,Registrazione con Email non compilata (campo obbligatorio),,06-06-2026 13:03:47,06-06-2026 13:03:47,"0,022s",PASSED
"markWarning(""Caso manuale: in SignForm.jsp compilare tutti i campi coi valori di riferimento (Nome=Mario, Cognome=Rossi, Data=2000-05-15, CF=RSSMRA00E15F839X, Telefono=3331234567, Password=Password1) lasciando Email VUOTA, poi cliccare Registrati. Atteso: il browser blocca l'invio (campo obbligatorio)."")",Chrome 148.0.7778.179,,,06-06-2026 13:03:47,06-06-2026 13:03:47,"0,000s",WARNING
,,,,,,,
Test Cases/Registrazione/TC_2.1_8,Chrome 148.0.7778.179,Registrazione con Password non compilata (campo obbligatorio),,06-06-2026 13:03:47,06-06-2026 13:03:47,"0,021s",PASSED
"markWarning(""Caso manuale: in SignForm.jsp compilare tutti i campi coi valori di riferimento (Nome=Mario, Cognome=Rossi, Data=2000-05-15, CF=RSSMRA00E15F839X, Telefono=3331234567, Email=mario.rossi@example.com) lasciando Password VUOTA, poi cliccare Registrati. Atteso: il browser blocca l'invio (campo obbligatorio)."")",Chrome 148.0.7778.179,,,06-06-2026 13:03:47,06-06-2026 13:03:47,"0,000s",WARNING
,,,,,,,
Test Cases/Registrazione/TC_2.1_9,Chrome 148.0.7778.179,Registrazione con Nome di soli spazi bianchi (robustezza),,06-06-2026 13:03:47,06-06-2026 13:03:51,"4,850s",PASSED
"openBrowser("""")",Chrome 148.0.7778.179,,,06-06-2026 13:03:47,06-06-2026 13:03:47,"0,806s",PASSED
"navigateToUrl(base + ""SignForm.jsp"")",Chrome 148.0.7778.179,,,06-06-2026 13:03:47,06-06-2026 13:03:48,"0,410s",PASSED
"executeJavaScript(""document.getElementById('nome').value='   ';"" + ""document.getElementById('cognome').value='Rossi';"" + ""document.getElementById('data_nascita').value='2000-05-15';"" + ""document.getElementById('codice_fiscale').value='RSSMRA00E15F839X';"" + ""document.getElementById('telefono').value='3331234567';"" + ""document.getElementById('email').value='mario.rossi@example.com';"" + ""document.getElementById('password').value='Password1';"", null)",Chrome 148.0.7778.179,,,06-06-2026 13:03:48,06-06-2026 13:03:48,"0,011s",PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,06-06-2026 13:03:48,06-06-2026 13:03:48,"0,519s",PASSED
"click(css(""#submit""))",Chrome 148.0.7778.179,,,06-06-2026 13:03:48,06-06-2026 13:03:48,"0,002s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,06-06-2026 13:03:48,06-06-2026 13:03:48,"0,001s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,06-06-2026 13:03:48,06-06-2026 13:03:48,"0,001s",PASSED
return t,Chrome 148.0.7778.179,,,06-06-2026 13:03:48,06-06-2026 13:03:49,"0,332s",PASSED
delay(2),Chrome 148.0.7778.179,,,06-06-2026 13:03:49,06-06-2026 13:03:51,"2,008s",PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,06-06-2026 13:03:51,06-06-2026 13:03:51,"0,510s",PASSED
"markWarning(""Nome di soli spazi: interpretare lo screenshot (loginForm = accettato/incident, SignForm = rifiutato). Eseguire su DB con email/CF di riferimento nuovi."")",Chrome 148.0.7778.179,,,06-06-2026 13:03:51,06-06-2026 13:03:51,"0,002s",WARNING
closeBrowser(),Chrome 148.0.7778.179,,,06-06-2026 13:03:51,06-06-2026 13:03:51,"0,192s",PASSED
,,,,,,,
Test Cases/Registrazione/TC_2.1_10,Chrome 148.0.7778.179,Registrazione con Cognome di soli spazi bianchi (robustezza),,06-06-2026 13:03:51,06-06-2026 13:03:56,"5,064s",PASSED
"openBrowser("""")",Chrome 148.0.7778.179,,,06-06-2026 13:03:52,06-06-2026 13:03:52,"0,768s",PASSED
"navigateToUrl(base + ""SignForm.jsp"")",Chrome 148.0.7778.179,,,06-06-2026 13:03:52,06-06-2026 13:03:53,"0,687s",PASSED
"executeJavaScript(""document.getElementById('nome').value='Mario';"" + ""document.getElementById('cognome').value='   ';"" + ""document.getElementById('data_nascita').value='2000-05-15';"" + ""document.getElementById('codice_fiscale').value='RSSMRA00E15F839X';"" + ""document.getElementById('telefono').value='3331234567';"" + ""document.getElementById('email').value='mario.rossi@example.com';"" + ""document.getElementById('password').value='Password1';"", null)",Chrome 148.0.7778.179,,,06-06-2026 13:03:53,06-06-2026 13:03:53,"0,012s",PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,06-06-2026 13:03:53,06-06-2026 13:03:54,"0,530s",PASSED
"click(css(""#submit""))",Chrome 148.0.7778.179,,,06-06-2026 13:03:54,06-06-2026 13:03:54,"0,002s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,06-06-2026 13:03:54,06-06-2026 13:03:54,"0,000s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,06-06-2026 13:03:54,06-06-2026 13:03:54,"0,001s",PASSED
return t,Chrome 148.0.7778.179,,,06-06-2026 13:03:54,06-06-2026 13:03:54,"0,321s",PASSED
delay(2),Chrome 148.0.7778.179,,,06-06-2026 13:03:54,06-06-2026 13:03:56,"2,006s",PASSED
